monitor_id,product_id,screen_size,resolution,refresh_rate,response_time_(g2g),panel_type,aspect_ratio
327387,130935,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327388,130936,22.0  in,1680 x 1050,60 Hz,5 ms,TN,16:10
327389,130937,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327390,130938,34.0  in,3440 x 1440,60 Hz,8 ms,IPS,21:09
327391,130939,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327392,130940,22.0  in,1680 x 1050,,8 ms,,16:10
327393,130941,27.0  in,1920 x 1080,60 Hz,6 ms,VA,16:09
327394,130942,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327395,130943,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327396,130944,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327397,130945,23.0  in,1920 x 1080,,25 ms,,16:09
327398,130946,21.5  in,1920 x 1080,60 Hz,16 ms,,16:09
327399,130947,23.0  in,1920 x 1080,,14 ms,IPS,16:09
327400,130948,24.0  in,1920 x 1080,,5 ms,,16:09
327401,130949,24.0  in,1920 x 1080,,16 ms,,16:09
327402,130950,23.6  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327403,130951,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327404,130952,24.0  in,1920 x 1080,,5 ms,TN,16:09
327405,130953,17.0  in,1280 x 1024,,5 ms,,5:04
327406,130954,27.0  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
327407,130955,34.0  in,2560 x 1080,60 Hz,6 ms,IPS,21:09
327408,130956,23.6  in,1920 x 1080,60 Hz,5 ms,,16:09
327409,130957,22.0  in,1680 x 1050,,5 ms,,16:10
327410,130958,23.0  in,1920 x 1080,,8 ms,,16:09
327411,130959,21.5  in,1920 x 1080,,5 ms,,16:09
327412,130960,22.0  in,1920 x 1080,,5 ms,,16:09
327413,130961,19.0  in,1280 x 1024,,5 ms,TN,5:04
327414,130962,22.0  in,1920 x 1080,,5 ms,,16:09
327415,130963,21.5  in,1920 x 1080,,5 ms,TN,16:09
327416,130964,21.5  in,1920 x 1080,,8 ms,IPS,16:09
327417,130965,20.0  in,1600 x 900,,5 ms,TN,16:09
327418,130966,21.5  in,1920 x 1080,,5 ms,TN,16:09
327419,130967,23.0  in,1920 x 1080,,14 ms,IPS,16:09
327420,130968,19.0  in,1280 x 1024,,5 ms,TN,5:04
327421,130969,19.0  in,1440 x 900,,5 ms,TN,16:10
327422,130970,24.0  in,1920 x 1200,60 Hz,5 ms,TN,16:10
327423,130971,21.5  in,1920 x 1080,,5 ms,,16:09
327424,130972,23.0  in,1920 x 1080,,5 ms,,16:09
327425,130973,19.0  in,1366 x 768,60 Hz,5 ms,,16:09
327426,130974,22.0  in,1680 x 1050,,5 ms,,16:10
327427,130975,19.5  in,1600 x 900,,5 ms,TN,16:09
327428,130976,27.0  in,2560 x 1440,60 Hz,5 ms,IPS,16:09
327429,130977,23.0  in,1920 x 1080,,5 ms,,16:09
327430,130978,22.0  in,1920 x 1080,,5 ms,,16:09
327431,130979,23.6  in,1920 x 1080,,5 ms,,16:09
327432,130980,26.0  in,1920 x 1080,,5 ms,,16:09
327433,130981,24.0  in,1920 x 1200,,14 ms,IPS,16:10
327434,130982,24.0  in,1920 x 1080,60 Hz,8 ms,,16:09
327435,130983,18.5  in,1366 x 768,,5 ms,,16:09
327436,130984,24.0  in,1920 x 1080,60 Hz,8 ms,VA,16:09
327437,130985,20.0  in,1600 x 900,60 Hz,14 ms,IPS,16:09
327438,130986,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327439,130987,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327440,130988,27.0  in,1920 x 1080,60 Hz,8 ms,,16:09
327441,130989,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327442,130990,19.0  in,1366 x 768,,5 ms,TN,16:09
327443,130991,24.0  in,1920 x 1080,,5 ms,,16:09
327444,130992,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
327445,130993,23.8  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327446,130994,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327447,130995,26.0  in,1920 x 1080,,5 ms,,16:09
327448,130996,27.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327449,130997,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327450,130998,19.0  in,1280 x 1024,,18 ms,IPS,5:04
327451,130999,29.0  in,2560 x 1080,60 Hz,6 ms,IPS,21:09
327452,131000,27.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327453,131001,19.5  in,1440 x 900,60 Hz,7 ms,IPS,16:10
327454,131002,22.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327455,131003,24.0  in,1920 x 1200,60 Hz,5 ms,TN,16:10
327456,131004,21.5  in,1920 x 1080,,5 ms,,16:09
327457,131005,23.6  in,1920 x 1080,,5 ms,,16:09
327458,131006,26.0  in,1920 x 1200,,5 ms,IPS,16:10
327459,131007,22.0  in,1680 x 1050,60 Hz,5 ms,,16:10
327460,131008,24.0  in,1920 x 1080,,2 ms,TN,16:09
327461,131009,27.0  in,2560 x 1440,60 Hz,,IPS,16:09
327462,131010,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327463,131011,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327464,131012,27.0  in,2560 x 1440,60 Hz,8 ms,PLS,16:09
327465,131013,27.0  in,2560 x 1440,60 Hz,8 ms,PLS,16:09
327466,131014,27.0  in,2560 x 1440,60 Hz,8 ms,PLS,16:09
327467,131015,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327468,131016,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327469,131017,27.0  in,1920 x 1080,,2 ms,TN,16:09
327470,131018,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327471,131019,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327472,131020,24.0  in,1920 x 1080,,8 ms,,16:09
327473,131021,17.0  in,1280 x 1024,,5 ms,,5:04
327474,131022,21.5  in,1920 x 1080,,5 ms,TN,16:09
327475,131023,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327476,131024,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327477,131025,29.0  in,2560 x 1080,60 Hz,6 ms,IPS,21:09
327478,131026,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327479,131027,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
327480,131028,19.0  in,1440 x 900,,5 ms,,16:10
327481,131029,27.0  in,1920 x 1080,,5 ms,TN,16:09
327482,131030,19.0  in,1280 x 1024,,5 ms,,5:04
327483,131031,19.0  in,1440 x 900,,5 ms,,16:10
327484,131032,24.1  in,1920 x 1200,,16 ms,,16:10
327485,131033,17.0  in,1280 x 1024,,5 ms,,5:04
327486,131034,17.0  in,1280 x 1024,,8 ms,,5:04
327487,131035,19.0  in,1280 x 1024,,5 ms,,5:04
327488,131036,23.0  in,1920 x 1080,,5 ms,,16:09
327489,131037,27.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327490,131038,22.0  in,1680 x 1050,,5 ms,TN,16:10
327491,131039,26.0  in,1920 x 1200,,,IPS,16:10
327492,131040,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327493,131041,21.5  in,1920 x 1080,60 Hz,8 ms,VA,16:09
327494,131042,24.1  in,1920 x 1200,,5 ms,IPS,16:10
327495,131043,22.0  in,1680 x 1050,,5 ms,TN,16:10
327496,131044,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
327497,131045,19.0  in,1280 x 1024,,5 ms,TN,5:04
327498,131046,22.0  in,1680 x 1050,76 Hz,5 ms,,16:10
327499,131047,22.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327500,131048,21.5  in,1600 x 900,60 Hz,5 ms,,16:09
327501,131049,18.5  in,1366 x 768,,5 ms,,16:09
327502,131050,24.0  in,1920 x 1080,,5 ms,,16:09
327503,131051,20.0  in,1600 x 900,,5 ms,,16:09
327504,131052,21.5  in,1920 x 1080,,5 ms,,16:09
327505,131053,18.5  in,1366 x 768,,5 ms,,16:09
327506,131054,24.0  in,1920 x 1080,,2 ms,,16:09
327507,131055,19.0  in,1366 x 768,60 Hz,5 ms,,16:09
327508,131056,22.0  in,1680 x 1050,,6 ms,,16:10
327509,131057,30.0  in,2560 x 1600,60 Hz,8 ms,IPS,16:10
327510,131058,27.0  in,1920 x 1080,,5 ms,TN,16:09
327511,131059,22.0  in,1920 x 1080,75 Hz,5 ms,,16:09
327512,131060,19.0  in,1280 x 1024,,5 ms,,5:04
327513,131061,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
327514,131062,21.5  in,1920 x 1080,60 Hz,4 ms,,16:09
327515,131063,19.0  in,1280 x 1024,,5 ms,,5:04
327516,131064,24.0  in,1920 x 1200,60 Hz,6 ms,IPS,16:10
327517,131065,23.6  in,1920 x 1080,,5 ms,TN,16:09
327518,131066,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327519,131067,23.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327520,131068,23.0  in,1920 x 1080,,8 ms,IPS,16:09
327521,131069,23.0  in,1920 x 1080,,8 ms,IPS,16:09
327522,131070,27.0  in,2560 x 1440,,6 ms,IPS,16:09
327523,131071,28.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327524,131072,19.0  in,1366 x 768,60 Hz,5 ms,,16:09
327525,131073,18.5  in,1366 x 768,60 Hz,5 ms,,16:09
327526,131074,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327527,131075,27.0  in,1920 x 1080,60 Hz,12 ms,,16:09
327528,131076,19.0  in,1280 x 1024,60 Hz,8 ms,,5:04
327529,131077,21.5  in,1920 x 1080,75 Hz,5 ms,,16:09
327530,131078,24.0  in,1920 x 1080,75 Hz,5 ms,,16:09
327531,131079,18.5  in,1366 x 768,75 Hz,5 ms,,16:09
327532,131080,19.0  in,1280 x 1024,,5 ms,,5:04
327533,131081,19.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
327534,131082,17.0  in,1280 x 1024,,5 ms,,5:04
327535,131083,27.0  in,5120 x 2880,60 Hz,14 ms,IPS,16:09
327536,131084,23.0  in,1920 x 1080,120 Hz,3 ms,,16:09
327537,131085,27.0  in,2560 x 1440,60 Hz,5 ms,PLS,16:09
327538,131086,34.1  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327539,131087,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327540,131088,21.5  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327541,131089,17.0  in,1280 x 1024,75 Hz,5 ms,,5:04
327542,131090,24.0  in,1920 x 1200,,8 ms,IPS,16:10
327543,131091,27.0  in,1920 x 1080,,,,16:09
327544,131092,24.0  in,1920 x 1200,60 Hz,7 ms,IPS,16:10
327545,131093,24.0  in,1920 x 1080,,5 ms,,16:09
327546,131094,24.0  in,1920 x 1080,60 Hz,12 ms,,16:09
327547,131095,24.0  in,1920 x 1080,,5 ms,,16:09
327548,131096,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
327549,131097,19.5  in,1600 x 900,75 Hz,5 ms,,16:09
327550,131098,24.0  in,1920 x 1200,,6 ms,,16:10
327551,131099,19.0  in,1280 x 1024,60 Hz,5 ms,,5:04
327552,131100,18.5  in,1366 x 768,60 Hz,5 ms,,16:09
327553,131101,21.5  in,1920 x 1080,60 Hz,5 ms,,16:09
327554,131102,27.0  in,1920 x 1080,120 Hz,2 ms,TN,16:09
327555,131103,20.0  in,1600 x 900,60 Hz,2 ms,,16:09
327556,131104,21.5  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327557,131105,30.0  in,2560 x 1600,60 Hz,8 ms,IPS,16:10
327558,131106,23.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327559,131107,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327560,131108,22.0  in,1920 x 1080,,5 ms,,16:09
327561,131109,24.0  in,1920 x 1080,,5 ms,,16:09
327562,131110,22.0  in,1920 x 1080,,5 ms,,16:09
327563,131111,23.8  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327564,131112,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327565,131113,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327566,131114,23.6  in,1920 x 1080,,5 ms,,16:09
327567,131115,27.0  in,1920 x 1080,60 Hz,14 ms,,16:09
327568,131116,18.5  in,1366 x 768,60 Hz,5 ms,,16:09
327569,131117,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
327570,131118,22.0  in,1920 x 1080,,5 ms,,16:09
327571,131119,27.0  in,1920 x 1080,,6 ms,IPS,16:09
327572,131120,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327573,131121,23.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327574,131122,27.0  in,2560 x 1440,60 Hz,12 ms,PLS,16:09
327575,131123,27.0  in,2560 x 1440,60 Hz,4 ms,IPS,16:09
327576,131124,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327577,131125,27.0  in,1920 x 1080,144 Hz,5 ms,TN,16:09
327578,131126,23.8  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327579,131127,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
327580,131128,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327581,131129,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
327582,131130,23.0  in,1920 x 1080,,14 ms,IPS,16:09
327583,131131,22.0  in,1920 x 1080,,5 ms,,16:09
327584,131132,23.5  in,3840 x 2160,60 Hz,4 ms,PLS,16:09
327585,131133,21.5  in,1920 x 1080,,5 ms,TN,16:09
327586,131134,23.6  in,1920 x 1080,60 Hz,5 ms,,16:09
327587,131135,19.0  in,1366 x 768,,5 ms,,16:09
327588,131136,17.0  in,1280 x 1024,,5 ms,,5:04
327589,131137,24.0  in,1920 x 1200,60 Hz,5 ms,,16:10
327590,131138,24.0  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327591,131139,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
327592,131140,23.0  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
327593,131141,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327594,131142,24.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327595,131143,17.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
327596,131144,17.0  in,1280 x 1024,,5 ms,,5:04
327597,131145,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327598,131146,23.6  in,3840 x 2160,60 Hz,4 ms,PLS,16:09
327599,131147,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327600,131148,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327601,131149,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327602,131150,21.5  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327603,131151,19.5  in,1600 x 900,60 Hz,5 ms,TN,16:09
327604,131152,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327605,131153,17.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
327606,131154,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327607,131155,18.5  in,1366 x 768,,5 ms,,16:09
327608,131156,17.0  in,1280 x 1024,60 Hz,5 ms,TN,5:04
327609,131157,27.0  in,2560 x 1440,60 Hz,8 ms,IPS,16:09
327610,131158,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327611,131159,27.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327612,131160,17.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
327613,131161,21.5  in,1920 x 1080,,5 ms,,16:09
327614,131162,24.0  in,1920 x 1200,60 Hz,8 ms,IPS,16:10
327615,131163,23.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327616,131164,22.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327617,131165,19.0  in,1280 x 1024,,5 ms,,5:04
327618,131166,19.0  in,1280 x 1024,75 Hz,5 ms,,5:04
327619,131167,22.0  in,1920 x 1080,,5 ms,,16:09
327620,131168,17.0  in,1280 x 1024,75 Hz,5 ms,,5:04
327621,131169,24.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327622,131170,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327623,131171,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327624,131172,21.5  in,1920 x 1080,,5 ms,,16:09
327625,131173,24.0  in,1920 x 1080,,5 ms,,16:09
327626,131174,21.5  in,1920 x 1080,60 Hz,8 ms,TN,16:09
327627,131175,27.0  in,1920 x 1080,75 Hz,5 ms,,16:09
327628,131176,34.0  in,2560 x 1440,100 Hz,,VA,16:09
327629,131177,23.6  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327630,131178,27.0  in,1920 x 1080,165 Hz,3 ms,,16:09
327631,131179,24.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327632,131180,22.0  in,1680 x 1050,,5 ms,,16:10
327633,131181,19.0  in,1440 x 900,60 Hz,5 ms,TN,16:10
327634,131182,24.0  in,1920 x 1200,60 Hz,5 ms,PLS,16:10
327635,131183,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
327636,131184,27.0  in,2560 x 1440,60 Hz,6 ms,IPS,16:09
327637,131185,28.0  in,1920 x 1080,60 Hz,7 ms,VA,16:09
327638,131186,23.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327639,131187,23.6  in,1920 x 1080,60 Hz,8 ms,IPS,16:09
327640,131188,23.0  in,1920 x 1080,,7 ms,,16:09
327641,131189,24.0  in,1920 x 1200,60 Hz,12 ms,IPS,16:10
327642,131190,23.6  in,1920 x 1080,,5 ms,TN,16:09
327643,131191,23.6  in,1920 x 1080,60 Hz,14 ms,IPS,16:09
327644,131192,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327645,131193,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327646,131194,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327647,131195,22.0  in,1920 x 1080,60 Hz,2 ms,IPS,16:09
327648,131196,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327649,131197,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
327650,131198,29.0  in,2560 x 1080,60 Hz,5 ms,IPS,21:09
327651,131199,23.0  in,1920 x 1080,60 Hz,14 ms,TN,16:09
327652,131200,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327653,131201,22.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327654,131202,20.0  in,1600 x 900,60 Hz,5 ms,TN,16:09
327655,131203,27.0  in,1920 x 1080,60 Hz,2 ms,TN,16:09
327656,131204,27.0  in,1920 x 1080,60 Hz,7 ms,IPS,16:09
327657,131205,18.5  in,1366 x 768,60 Hz,5 ms,TN,16:09
327658,131206,24.1  in,1920 x 1200,60 Hz,5 ms,IPS,16:10
327659,131207,24.0  in,1920 x 1200,60 Hz,5 ms,PLS,16:10
327660,131208,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327661,131209,31.5  in,3840 x 2160,60 Hz,4 ms,IPS,16:09
327662,131210,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327663,131211,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327664,131212,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327665,131213,23.0  in,1920 x 1080,,5 ms,IPS,16:09
327666,131214,27.0  in,1920 x 1080,,5 ms,IPS,16:09
327667,131215,22.0  in,1680 x 1050,,5 ms,,16:10
327668,131216,22.0  in,1920 x 1200,,6 ms,,16:10
327669,131217,18.5  in,1366 x 768,,5 ms,,16:09
327670,131218,22.0  in,1920 x 1080,,5 ms,,16:09
327671,131219,20.0  in,1600 x 900,60 Hz,5 ms,,16:09
327672,131220,24.0  in,1920 x 1200,60 Hz,12 ms,IPS,16:10
327673,131221,18.5  in,1366 x 768,75 Hz,5 ms,,16:09
327674,131222,22.0  in,1920 x 1080,60 Hz,4 ms,IPS,16:09
327675,131223,23.0  in,1920 x 1080,60 Hz,5 ms,,16:09
327676,131224,23.0  in,1920 x 1080,,5 ms,TN,16:09
327677,131225,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327678,131226,27.0  in,1920 x 1080,60 Hz,6 ms,IPS,16:09
327679,131227,24.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327680,131228,19.0  in,1440 x 900,,5 ms,,16:10
327681,131229,19.0  in,1280 x 1024,,5 ms,,5:04
327682,131230,19.0  in,1440 x 900,,5 ms,,16:10
327683,131231,21.5  in,1920 x 1080,,5 ms,TN,16:09
327684,131232,23.0  in,1920 x 1080,,8 ms,,16:09
327685,131233,24.1  in,1920 x 1200,,6 ms,IPS,16:10
327686,131234,24.0  in,1920 x 1080,,8 ms,,16:09
327687,131235,23.0  in,1920 x 1080,,5 ms,IPS,16:09
327688,131236,25.0  in,1920 x 1080,,2 ms,,16:09
327689,131237,21.5  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327690,131238,17.0  in,1280 x 1024,,5 ms,,5:04
327691,131239,19.0  in,1440 x 900,,5 ms,,16:10
327692,131240,22.0  in,1680 x 1050,,5 ms,,16:10
327693,131241,22.0  in,1680 x 1050,,5 ms,,16:10
327694,131242,19.0  in,1440 x 900,,5 ms,,16:10
327695,131243,19.0  in,1440 x 900,,5 ms,,16:10
327696,131244,18.5  in,1366 x 768,,5 ms,,16:09
327697,131245,27.0  in,1920 x 1080,,2 ms,,16:09
327698,131246,19.0  in,1280 x 1024,,5 ms,,5:04
327699,131247,19.0  in,1440 x 900,,5 ms,,16:10
327700,131248,27.0  in,1920 x 1080,,2 ms,TN,16:09
327701,131249,24.0  in,1920 x 1080,,5 ms,,16:09
327702,131250,23.0  in,1920 x 1080,,5 ms,,16:09
327703,131251,27.0  in,1920 x 1080,120 Hz,5 ms,,16:09
327704,131252,23.0  in,1920 x 1080,,5 ms,,16:09
327705,131253,19.0  in,1440 x 900,,5 ms,,16:10
327706,131254,21.5  in,1920 x 1080,,5 ms,,16:09
327707,131255,24.0  in,1920 x 1080,,5 ms,TN,16:09
327708,131256,21.5  in,1920 x 1080,,5 ms,TN,16:09
327709,131257,27.0  in,1920 x 1080,,5 ms,TN,16:09
327710,131258,19.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
327711,131259,19.0  in,1280 x 1024,75 Hz,5 ms,TN,5:04
327712,131260,23.0  in,1920 x 1080,60 Hz,5 ms,TN,16:09
327713,131261,23.6  in,1920 x 1080,120 Hz,2 ms,TN,16:09
327714,131262,23.6  in,1920 x 1080,,5 ms,TN,16:09
327715,131263,22.0  in,1920 x 1080,,5 ms,,16:09
327716,131264,23.0  in,1920 x 1080,,5 ms,TN,16:09
327717,131265,23.0  in,1920 x 1080,,6 ms,IPS,16:09
327718,131266,27.0  in,1920 x 1080,,14 ms,,16:09
327719,131267,23.0  in,1920 x 1080,,5 ms,,16:09
327720,131268,24.0  in,1920 x 1080,,5 ms,,16:09
327721,131269,17.0  in,1280 x 1024,,5 ms,,5:04
327722,131270,19.0  in,1280 x 1024,,5 ms,,5:04
327723,131271,17.0  in,1280 x 1024,,5 ms,,5:04
327724,131272,22.0  in,1680 x 1050,,5 ms,,16:10
327725,131273,22.0  in,1680 x 1050,,5 ms,,16:10
327726,131274,17.0  in,1280 x 1024,,5 ms,,5:04
327727,131275,19.0  in,1280 x 1024,,5 ms,,5:04
327728,131276,19.0  in,1280 x 1024,,5 ms,,5:04
327729,131277,22.0  in,1680 x 1050,,5 ms,,16:10
327730,131278,23.0  in,1920 x 1080,,5 ms,,16:09
327731,131279,18.5  in,1366 x 768,60 Hz,5 ms,,16:09
327732,131280,22.0  in,1680 x 1050,,5 ms,,16:10
327733,131281,22.0  in,1680 x 1050,,5 ms,,16:10
327734,131282,22.0  in,1680 x 1050,,5 ms,,16:10
327735,131283,19.0  in,1440 x 900,,5 ms,,16:10
327736,131284,23.0  in,1920 x 1080,,5 ms,,16:09
327737,131285,21.5  in,1920 x 1080,,8 ms,IPS,16:09
327738,131286,19.0  in,1280 x 1024,,5 ms,,5:04
327739,131287,24.0  in,1920 x 1200,,5 ms,,16:10
327740,131288,19.0  in,1280 x 1024,,5 ms,,5:04
327741,131289,19.0  in,1280 x 1024,,5 ms,,5:04
327742,131290,23.6  in,1920 x 1080,,2 ms,,16:09
327743,131291,21.3  in,2048 x 1536,,12 ms,,4:03
327744,131292,20.0  in,1600 x 900,,5 ms,,16:09
327745,131293,21.5  in,1920 x 1080,,5 ms,,16:09
327746,131294,27.0  in,1920 x 1080,,14 ms,IPS,16:09
327747,131295,19.0  in,1280 x 1024,,5 ms,,5:04
327748,131296,24.1  in,1920 x 1200,,16 ms,,16:10
327749,131297,23.0  in,1920 x 1080,120 Hz,2 ms,,16:09
327750,131298,18.5  in,1366 x 768,,5 ms,,16:09
327751,131299,21.6  in,1920 x 1080,,5 ms,,16:09
327752,131300,22.0  in,1920 x 1080,,5 ms,,16:09
327753,131301,19.0  in,1440 x 900,,5 ms,,16:10
327754,131302,20.0  in,1600 x 900,,5 ms,,16:09
327755,131303,23.0  in,1920 x 1080,,5 ms,,16:09
327756,131304,19.0  in,1440 x 900,,5 ms,,16:10
327757,131305,17.0  in,1280 x 1024,,5 ms,,5:04
327758,131306,23.0  in,1920 x 1080,,5 ms,,16:09
327759,131307,19.0  in,1280 x 1024,,5 ms,,5:04
327760,131308,23.0  in,1920 x 1080,,5 ms,,16:09
327761,131309,23.0  in,1920 x 1080,,14 ms,IPS,16:09
327762,131310,20.1  in,1600 x 1200,,16 ms,IPS,4:03
327763,131311,24.0  in,1920 x 1080,,5 ms,TN,16:09
327764,131312,23.0  in,1920 x 1080,,14 ms,IPS,16:09
327765,131313,19.0  in,1440 x 900,,5 ms,,16:10
327766,131314,19.0  in,1366 x 768,,5 ms,,16:09
327767,131315,21.5  in,1920 x 1080,,5 ms,,16:09
327768,131316,27.0  in,1920 x 1080,,3 ms,,16:09
327769,131317,22.0  in,1920 x 1080,,5 ms,,16:09
327770,131318,19.0  in,1280 x 1024,,5 ms,,5:04
327771,131319,19.0  in,1366 x 768,,5 ms,,16:09
327772,131320,22.0  in,1920 x 1080,,5 ms,,16:09
327773,131321,24.1  in,1920 x 1200,,8 ms,,16:10
327774,131322,27.0  in,2560 x 1440,,16 ms,,16:09
327775,131323,24.0  in,1920 x 1200,,8 ms,IPS,16:10
327776,131324,23.0  in,1920 x 1080,60 Hz,5 ms,IPS,16:09
327777,131325,19.0  in,1280 x 1024,60 Hz,14 ms,IPS,5:04
327778,131326,23.6  in,1920 x 1080,,5 ms,,16:09
327779,131327,19.0  in,1280 x 1024,,5 ms,,5:04
327780,131328,22.0  in,1680 x 1050,,8 ms,,16:10
327781,131329,24.0  in,1920 x 1080,,8 ms,,16:09
327782,131330,24.0  in,1920 x 1080,,25 ms,,16:09
327783,131331,22.0  in,1680 x 1050,,5 ms,TN,16:10
327784,131332,19.0  in,1280 x 1024,,5 ms,,5:04
327785,131333,17.0  in,1280 x 1024,,5 ms,,5:04
327786,131334,17.0  in,1280 x 1024,,8 ms,,5:04
327787,131335,17.0  in,1280 x 1024,,5 ms,,5:04
327788,131336,17.0  in,1280 x 1024,,5 ms,,5:04
327789,131337,17.0  in,1280 x 1024,,5 ms,,5:04
327790,131338,20.0  in,1600 x 900,,5 ms,,16:09
